root;features;query_products_count;first_product_decada_profit;ten_product_decada_profit;products_with_sales;avg_price_prev_period;avg_price_period;profit_prev_period;profit_period;sellers;sellers_with_sales;sales_period
гайтан;ювелирный;27;85952;3834;19;1092;1099;135467;234393;11;9;389
красный;красный,красный;115;842350;12672;24;905;919;33155;1721935;50;19;2275
браслет;женский,мужской,парный;99;231725;19760;57;378;395;633837;1146921;26;16;3036
нить;чёрный;75;221354;4592;24;275;803;28759;256054;23;9;841
подарок;женский,новогодний;47;89238;20608;26;407;805;158513;634989;22;13;1025
браслет;влюбленных,женский,мужской,парный;16;245168;0;6;304;329;164996;245613;5;4;662
браслет;парный,стальной;19;348500;10362;15;701;323;192324;480966;1;1;1046
браслет;восточный;18;88560;2922;13;375;941;38196;111539;7;4;480
браслет;влюблённых,парный;17;120505;1728;11;377;439;61936;129206;7;5;354
брелок;мягкий;229;394200;13464;57;156;215;553387;1110272;54;16;1730
брелок;ночной;19;145440;0;4;197;551;54846;154392;8;2;710
брелок;2023;88;210528;6030;27;177;175;146518;398930;27;11;1073
брелок;женский,мужской;208;429107;13857;69;221;244;639688;870728;37;18;2217
брошь;новогодний;183;171225;7656;92;802;618;217934;481793;51;30;1620
брошь;новый,рождественский;16;167706;6384;13;324;341;86037;361301;1;1;942
брошь;2023,новогодний,новый;32;49088;1484;17;146;228;48161;77138;5;4;349
брошь;новый;197;167706;24242;89;413;552;289478;749069;36;22;2087
стетоскоп;медицинский;55;58989;8784;34;614;729;212803;396998;7;6;756
брошь;акриловый;31;53694;924;18;259;213;10641;72235;5;4;242
брошь;медицинский;180;39500;17136;97;330;385;166407;475692;47;29;1323
брошь;георгиевский;28;21210;0;3;143;182;189;21368;17;3;102
значок;новогодний;56;28611;127;12;156;154;1191;33046;14;5;122
брошь;новогодний,новый;40;49088;2360;20;165;244;58870;96977;10;7;452
булавка;женский;68;31825;10458;33;1574;1576;76258;246510;23;15;242
брошь;белый;73;14863;1695;22;2108;2144;18604;37369;29;12;113
булавка;матовый;14;19360;0;2;396;357;418;19678;5;1;45
жемчуг;женский;202;237978;9475;68;758;902;260003;819378;99;39;2077
бусы;женский,пластиковый;33;60102;1890;12;200;428;25263;92345;2;2;244
бусы;женский,искусственный;19;44100;0;7;548;576;17391;53973;5;2;197
колье;длинный;125;168495;24832;59;2316;2586;245716;720459;53;28;918
бусы;искусственный;85;44100;7200;41;573;608;86589;202244;17;7;693
колье;белый,натуральный;33;85754;1364;15;1629;2952;60083;150443;7;5;122
браслет;жемчужный;49;43401;7620;24;1253;2817;82607;215456;26;14;403
жемчуг;белый;63;18905;0;8;2182;2013;10297;27032;21;6;115
бусы;лечебный;142;23785;6240;57;896;1048;51599;198110;32;17;252
бутоньерка;мужской,свадебный;13;6490;0;7;337;327;3585;18909;2;1;66
бутоньерка;свадебный;172;6490;3888;46;432;448;41517;95396;24;12;250
браслет;свадебный;38;4806;538;13;474;551;7108;23010;7;5;39
зажим;стальной;33;22902;0;9;465;419;16520;58562;8;2;198
запонка;стильный;13;16660;0;3;1216;1731;8701;27056;3;1;57
запонка;мужской;176;6288;27874;64;2126;2314;42136;275311;29;15;214
зажим;мужской;231;145255;13581;90;711;727;290730;762352;67;33;967
запонка;бижутерные;49;5555;2100;32;592;495;24893;47028;3;2;103
штука;детский,металлический;29;59000;26400;28;140;178;186191;547709;2;2;3045
пин;деревянный,текстурный;194;57835;14835;124;105;114;286473;500770;1;1;2214
пин;деревянный;282;57835;18060;172;100;115;384197;707070;2;1;3216
значок;дежурный;14;41567;0;6;117;250;50944;61741;6;4;316
значок;закатный;157;117200;0;8;106;79;839;127642;17;4;204
набор;советский;76;58200;9457;36;1128;1239;133743;349357;21;7;391
комплект;свадебный;128;199950;61344;72;770;950;348147;748000;22;13;1133
колье;длинный,женский;42;168495;15147;28;1389;1380;129370;449759;20;11;607
ожерелие;женский;166;96515;13464;82;880;929;131726;669662;49;27;1285
цепочка;женский,крупный,модный;24;143756;17570;21;317;502;188862;479145;2;1;829
бижутерия;женский,модный;43;1650251;23616;21;750;604;1596598;5590956;13;7;11198
кольцо;новый,парный;14;283710;0;9;212;267;149389;932896;1;1;4949
кольцо;женский,парный;183;494940;48960;147;684;729;1411175;2593725;41;31;6998
кольцо;женский,мужской;300;6451566;731430;215;1851;1947;2660196;17412255;66;55;7960
кольцо;безразмерный,женский;139;123380;13860;61;490;550;226925;532853;75;39;1572
лягушка;детский,женский;16;103243;3817;15;253;291;53477;125240;2;2;485
обманка;магнитный;24;90798;0;6;330;380;31966;85089;7;3;726
пирсинг;универсальный;71;74426;0;1;573;583;17960;74426;7;1;398
игла;стерильный;47;66330;3969;22;350;451;57013;164277;16;6;741
пистолет;одноразовый;10;51192;0;7;226;239;23775;50881;6;6;304
пирсинг;хирургический;103;46046;6777;76;243;264;102138;190846;10;9;863
обманка;женский;32;49686;1368;18;726;943;67628;148786;14;9;349
штанга;изогнутый;19;42768;652;14;354;340;10750;59744;5;4;336
крыло;септум;24;89550;20077;18;435;505;130250;252780;7;6;471
амулет;денежный;19;383169;0;7;227;267;11142;362320;8;5;1054
подвеска;арабский;15;392400;0;7;583;723;313916;394615;10;5;848
крест;женский;94;303240;11430;55;1490;1636;315676;715280;40;24;1757
кулон;влюбленных,парный;69;137460;9100;26;290;278;277886;213782;17;14;590
кулон;мужской;161;53460;4303;44;258;361;132574;253906;48;24;923
золото;дубайское;20;13950000;1083;14;589;729;2800;19362610;3;3;18014
серьга;висячий,длинный,чёрный;11;240900;0;7;474;547;228152;383298;6;2;1504
серёжка;красивый;12;605568;0;9;1337;1466;49140;694398;4;2;1043
золото;длинный;26;570825;4902;18;8769;8736;783890;1723500;10;5;3344
цепь;женский,мужской;56;119790;49192;23;2192;2250;251266;898037;21;10;1000
цепочка;многослойный;152;170884;59787;51;429;483;1888877;498537;62;26;1534
цепочка;крупный;300;149310;25816;107;436;485;375069;788727;148;53;1746
цепочка;женский,мужской;288;157560;8931;134;4827;5156;1187015;3249643;65;43;1654
колье;женский,крупный;68;138953;20131;31;549;574;129242;672759;30;14;1596
цепь;тонкий;34;57840;0;9;2209;2852;21606;90635;20;7;227
цепочка;мужской,толстый;15;43338;493;13;771;751;33712;54809;4;4;221
четки;электронный;80;471848400;2475;33;1045;1080;723907;472050191;21;14;131399
четки;мусульманский,электронный;28;131440;0;6;822;440;703209;134676;8;3;263
четки;1011,мусульманский;24;19584;768;14;239;165;13989;40806;4;2;214
тасбих;электронный;42;13770;1212;12;973;887;19395;35045;12;4;197
четки;деревянный,перекидной;15;38710;0;6;407;387;18258;61150;6;3;169
чётки;деревянный;12;302720;0;3;1000;992;0;295435;9;2;83
браслет;металлический;281;178000;22752;155;612;713;429518;1035356;58;30;1665
четки;мужской,православный;59;84315;8262;34;1306;1373;68549;196335;7;5;193
четки;чёрный;116;17280;2283;39;1561;1645;30053;76329;18;9;122
четки;деревянный;115;38710;8362;57;490;1250;101266;290902;31;22;785
четки;ручной;166;69498;12870;70;954;1061;178260;263992;20;9;296
четки;буддийский;79;54864;7008;44;965;895;68510;340353;13;12;326
четки;деревянный,православный;29;13209;380;14;443;465;9621;27576;10;6;101
чётки;мусульманский;66;39120;2520;29;1036;1154;633088;109504;16;9;179
автомобиль;перекидной;38;20786;10098;28;1147;1270;84919;203281;2;1;265
ожерелье;женский;119;37476886;19389199;58;698;729;379146306;569249;42;24;1704
чокер;алмазный;25;79390250;21074;17;545;542;274793915;2334584;6;5;5181
бижутерия;вечерний;58;880464;29050;37;504;517;58771;1254888;20;11;1696
бусина;ювелирный;33;18464;180;12;607;603;171021;7463;6;4;22
шарм;розовый;13;13312;0;4;1672;1561;15572;17403;5;4;35
веер;восточный,деревянный,складной,японский;17;49140;2691;13;341;309;148934;142414;3;3;369
веер;пластиковый,складной,японский;67;34317;2327;35;84;78;79439;132483;4;3;470
веер;гласный;54;202800;8888;21;419;469;348752;257438;14;6;462
веер;бамбуковый,ручной,складной;11;26832;458;11;438;351;22266;35722;3;3;109
веер;согласный;57;136776;5704;23;449;496;368128;389845;15;5;1017
веер;экзотический;10;34496;0;2;327;272;22638;62524;6;1;116
веер;розовый;20;31262;0;6;319;314;11242;38175;10;3;107
бамбук;красный;11;28224;0;2;519;467;0;62168;2;2;112
веер;бамбуковый,складной;44;26832;2676;28;299;273;106639;82934;9;8;251
галстук;красный,пионерский;12;4130910;0;8;522;688;4187907;96721;6;6;162
галстук;женский,чёрный;40;166782;4356;19;288;268;165211;244384;12;8;631
галстук;школьный;279;3627360;11440;135;237;277;3796429;643949;52;26;1921
галстук;женский,классический;83;77099;2519;40;914;876;43618;185430;12;11;535
бабочка;классический,мужской;43;16568;1168;25;458;441;11044;67485;12;5;190
галстук;женский;288;166782;18753;140;734;760;393730;1038529;63;43;2176
бини;вязаный,зимний,мужской,шерстяной;28;2007936;23307;19;505;490;1685489;2775212;9;6;4078
шапка;женский,зимний,мужской,осенний;50;801448;8520;22;413;421;675598;1413231;17;8;2801
балаклава;зимний,мужской,флисовая;108;510232;48195;40;190;227;971816;1911743;46;21;4322
балаклава;военный,летний,мужской,тактический,чёрный;10;483462;4158;10;399;375;1049664;1392636;1;1;3891
бини;женский,зимний,мужской,осенний;12;557856;3150;11;130;471;0;691652;1;1;1378
бини;женский,зимний,осенний;135;557856;22680;58;369;451;234922;1578339;34;16;3316
балаклава;мужской,спортивный;75;406392;16020;39;623;691;378400;808882;23;17;2107
бини;вязаный,зимний,мужской;65;2007936;76998;41;460;565;1868172;3750562;23;15;5838
шапка;бини,вязаный,женский;200;458084;22661;84;396;576;325678;1022864;41;23;1604
бини;вязаный,женский,зимний;242;464806;146804;128;635;681;1061105;3898920;57;34;5328
комплект;вязаный,зимний;111;584136;66346;64;913;1250;379593;2391279;19;9;1636
зеркальце;детский,карманный,маленький;53;58752;17459;51;214;229;108557;530476;2;2;2242
зеркало;двойной,раскладной;11;49660;3694;10;409;249;10444;227563;3;3;873
зеркальце;зеркальце,карманный,раскладной;10;26000;0;8;286;294;5174;73008;2;1;281
зонт;женский,прочный,складной;14;91683465;0;6;650;654;11700;91725343;2;2;65595
зонт;складный;212;170194395;4048;27;361;335;3103057;461027816;60;18;198283
автомат;женский,мужской;119;85129965;13104;48;933;928;164224;87735206;49;20;67275
зонт;женский,полный;76;255586500;4500;24;1287;1393;41043;255629779;11;7;65567
